PsgcCode,DengueYear,DengueWeekNumber,DengueCaseCount,LagYear,LagWeekNumber,LagWeekStartDate,TemperatureMean,TemperatureMax,HumidityMean,HumidityMax,PrecipitationMean,PrecipitationMax,MostCommonWeatherCodeId,MostCommonWeatherDescription,OccurrenceCount,DominantWeatherCategory,IsWetWeek
0931700034,2022,43,0,2022,41,10-10-2022,26.76,27.30,86.71,89.00,8.14,19.70,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2022,44,0,2022,42,10-17-2022,26.51,27.30,88.57,92.00,13.41,36.50,65,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2022,45,0,2022,43,10-24-2022,26.37,27.30,89.86,93.00,16.46,31.40,65,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2022,46,0,2022,44,10-31-2022,26.91,27.60,85.86,91.00,4.53,15.20,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2022,47,0,2022,45,11-07-2022,26.40,26.80,89.29,92.00,8.20,15.80,63,"Rain, not freezing, continuous",4,Rain,TRUE
0931700034,2022,48,0,2022,46,11-14-2022,26.21,27.20,90.57,95.00,9.93,19.40,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2022,49,0,2022,47,11-21-2022,26.56,26.90,87.29,91.00,12.33,25.40,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2022,50,0,2022,48,11-28-2022,26.61,26.90,87.00,91.00,7.41,19.20,63,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2022,51,0,2022,49,12-05-2022,26.54,27.10,84.14,90.00,2.09,4.20,55,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2022,52,1,2022,50,12-12-2022,26.60,27.10,86.00,92.00,6.21,31.40,53,"Rain, not freezing, continuous",4,Rain,TRUE
0931700034,2023,1,0,2022,51,12-19-2022,26.07,26.40,89.57,91.00,14.77,22.10,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,2,0,2022,52,12-26-2022,25.94,26.80,88.00,93.00,4.87,10.60,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2023,3,0,2023,1,01-02-2023,25.96,26.90,87.29,94.00,6.01,12.40,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,4,0,2023,2,01-09-2023,25.94,26.50,86.29,91.00,16.99,41.50,63,"Rain, not freezing, continuous",5,Rain,TRUE
0931700034,2023,5,0,2023,3,01-16-2023,26.01,26.40,88.00,91.00,4.76,14.40,53,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2023,6,0,2023,4,01-23-2023,26.03,26.30,85.71,90.00,5.43,10.50,53,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2023,7,0,2023,5,01-30-2023,26.06,26.50,87.00,92.00,7.70,19.70,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2023,8,0,2023,6,02-06-2023,26.19,26.80,85.71,89.00,4.41,10.40,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,9,0,2023,7,02-13-2023,26.11,26.70,83.71,88.00,10.07,23.90,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,10,0,2023,8,02-20-2023,26.41,27.00,85.43,92.00,4.37,13.80,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,11,0,2023,9,02-27-2023,26.53,26.80,81.14,86.00,3.63,10.90,3,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2023,12,0,2023,10,03-06-2023,26.83,27.00,79.86,82.00,1.10,2.90,51,"Rain, not freezing, continuous",5,Rain,TRUE
0931700034,2023,13,0,2023,11,03-13-2023,26.51,26.80,83.86,89.00,3.80,7.80,53,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,14,0,2023,12,03-20-2023,27.06,28.00,84.29,89.00,2.79,6.90,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2023,15,0,2023,13,03-27-2023,26.24,26.90,89.14,91.00,20.87,45.30,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,16,1,2023,14,04-03-2023,26.47,27.20,79.57,87.00,3.34,7.20,53,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,17,0,2023,15,04-10-2023,27.10,27.40,78.57,83.00,2.79,4.50,53,"Drizzle, not freezing, continuous",6,Drizzle,TRUE
0931700034,2023,18,0,2023,16,04-17-2023,27.30,27.50,84.86,88.00,4.54,7.40,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,19,0,2023,17,04-24-2023,27.51,27.90,83.57,85.00,6.61,17.60,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,20,0,2023,18,05-01-2023,27.36,27.80,86.29,91.00,8.74,24.00,55,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2023,21,0,2023,19,05-08-2023,27.84,28.30,84.57,90.00,3.83,13.00,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,22,0,2023,20,05-15-2023,27.00,27.50,87.29,90.00,9.86,23.80,63,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2023,23,0,2023,21,05-22-2023,27.11,27.70,85.86,90.00,11.36,27.10,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2023,24,0,2023,22,05-29-2023,27.97,28.40,83.14,86.00,4.19,15.20,3,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2023,25,1,2023,23,06-05-2023,27.41,27.80,84.00,90.00,6.97,22.10,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,26,1,2023,24,06-12-2023,26.60,27.80,88.00,91.00,17.43,38.00,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,27,0,2023,25,06-19-2023,26.41,26.90,87.57,91.00,12.63,26.40,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,28,0,2023,26,06-26-2023,26.76,27.00,87.00,89.00,9.54,14.30,63,"Rain, not freezing, continuous",5,Rain,TRUE
0931700034,2023,29,0,2023,27,07-03-2023,26.47,27.30,88.86,92.00,19.44,36.70,65,"Rain, not freezing, continuous",4,Rain,TRUE
0931700034,2023,30,0,2023,28,07-10-2023,26.69,27.30,86.14,89.00,7.99,23.30,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,31,0,2023,29,07-17-2023,26.37,26.90,86.71,90.00,6.36,16.20,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,32,0,2023,30,07-24-2023,26.99,27.40,85.86,88.00,3.10,7.20,53,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2023,33,0,2023,31,07-31-2023,27.01,27.30,85.29,88.00,3.69,6.20,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2023,34,0,2023,32,08-07-2023,26.77,27.30,83.71,89.00,3.29,6.70,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2023,35,0,2023,33,08-14-2023,26.53,26.90,86.71,89.00,4.29,8.30,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,36,0,2023,34,08-21-2023,26.39,27.00,87.00,91.00,12.29,36.90,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,37,0,2023,35,08-28-2023,27.39,27.70,81.57,88.00,2.11,6.70,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700034,2023,38,0,2023,36,09-04-2023,26.50,27.40,87.86,91.00,10.29,19.30,63,"Rain, not freezing, continuous",5,Rain,TRUE
0931700034,2023,39,0,2023,37,09-11-2023,26.19,26.60,87.14,92.00,21.30,42.80,65,"Rain, not freezing, continuous",4,Rain,TRUE
0931700034,2023,40,0,2023,38,09-18-2023,26.33,26.90,87.71,91.00,11.16,19.60,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,41,0,2023,39,09-25-2023,26.83,27.20,84.43,87.00,5.03,19.60,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,42,0,2023,40,10-02-2023,27.09,27.30,84.57,87.00,7.63,11.00,63,"Rain, not freezing, continuous",5,Rain,TRUE
0931700034,2023,43,0,2023,41,10-09-2023,26.70,27.10,87.00,91.00,11.26,35.70,55,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2023,44,0,2023,42,10-16-2023,26.79,27.40,86.57,92.00,7.91,13.50,63,"Rain, not freezing, continuous",4,Rain,TRUE
0931700034,2023,45,0,2023,43,10-23-2023,26.74,27.10,86.00,88.00,11.03,19.50,53,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,46,0,2023,44,10-30-2023,26.99,27.40,85.43,89.00,5.97,13.10,63,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2023,47,0,2023,45,11-06-2023,26.84,27.30,87.43,91.00,9.00,18.80,63,"Rain, not freezing, continuous",4,Rain,TRUE
0931700034,2023,48,0,2023,46,11-13-2023,27.06,27.40,86.00,90.00,8.30,16.70,63,"Rain, not freezing, continuous",4,Rain,TRUE
0931700034,2023,49,0,2023,47,11-20-2023,26.67,27.20,87.57,93.00,6.30,17.20,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2023,50,0,2023,48,11-27-2023,27.14,27.70,85.43,87.00,5.19,14.00,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2023,51,0,2023,49,12-04-2023,26.86,27.20,87.57,89.00,7.90,24.90,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2023,52,0,2023,50,12-11-2023,27.09,27.50,81.86,88.00,1.74,5.50,51,"Drizzle, not freezing, continuous",3,Drizzle,TRUE
0931700034,2024,1,0,2023,51,12-18-2023,26.83,27.20,84.86,88.00,3.51,9.80,53,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2024,2,0,2023,52,12-25-2023,27.09,27.50,84.71,90.00,3.90,22.50,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2024,3,0,2024,1,01-01-2024,27.04,27.40,85.14,89.00,1.93,6.30,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2024,4,0,2024,2,01-08-2024,27.44,27.70,81.86,84.00,1.31,4.40,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700034,2024,5,0,2024,3,01-15-2024,26.79,27.30,81.00,83.00,3.01,9.10,55,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2024,6,0,2024,4,01-22-2024,26.56,27.20,77.71,85.00,1.79,5.10,3,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2024,7,0,2024,5,01-29-2024,26.79,27.10,83.00,87.00,7.27,23.40,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2024,8,0,2024,6,02-05-2024,26.56,26.90,83.29,88.00,4.30,9.60,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2024,9,0,2024,7,02-12-2024,26.81,27.30,77.00,84.00,1.07,4.60,3,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2024,10,0,2024,8,02-19-2024,27.21,27.70,79.86,83.00,1.53,4.60,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2024,11,0,2024,9,02-26-2024,27.66,28.30,74.00,78.00,0.44,2.00,3,"Drizzle, not freezing, continuous",4,Drizzle,FALSE
0931700034,2024,12,0,2024,10,03-04-2024,28.03,28.60,75.86,79.00,0.56,2.60,3,"Drizzle, not freezing, continuous",4,Drizzle,FALSE
0931700034,2024,13,0,2024,11,03-11-2024,27.70,28.00,73.29,81.00,1.54,9.10,51,"Rain, not freezing, continuous",5,Rain,TRUE
0931700034,2024,14,0,2024,12,03-18-2024,27.79,28.80,74.86,81.00,1.17,3.90,51,"Drizzle, not freezing, continuous",3,Drizzle,TRUE
0931700034,2024,15,0,2024,13,03-25-2024,28.34,29.20,78.14,84.00,1.61,4.20,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2024,16,0,2024,14,04-01-2024,28.09,28.60,79.29,81.00,1.06,1.90,51,"Drizzle, not freezing, continuous",6,Drizzle,TRUE
0931700034,2024,17,0,2024,15,04-08-2024,27.69,28.40,80.71,85.00,2.31,6.60,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700034,2024,18,0,2024,16,04-15-2024,28.31,28.90,80.14,83.00,2.21,5.90,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2024,19,0,2024,17,04-22-2024,28.37,28.80,82.71,89.00,4.96,12.70,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2024,20,0,2024,18,04-29-2024,27.87,29.30,84.43,93.00,6.59,21.30,53,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2024,21,0,2024,19,05-06-2024,27.79,28.50,85.29,88.00,6.47,15.50,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2024,22,0,2024,20,05-13-2024,27.76,28.10,87.14,90.00,9.40,32.40,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2024,23,0,2024,21,05-20-2024,27.87,28.30,86.29,90.00,8.14,27.90,53,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2024,24,0,2024,22,05-27-2024,27.86,28.70,86.14,90.00,4.44,14.30,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2024,25,0,2024,23,06-03-2024,26.67,27.10,89.29,90.00,17.96,29.50,63,"Rain, not freezing, continuous",5,Rain,TRUE
0931700034,2024,26,0,2024,24,06-10-2024,26.47,26.90,89.43,92.00,15.80,26.70,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2024,27,0,2024,25,06-17-2024,26.21,26.80,90.14,92.00,15.49,32.40,65,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2024,28,0,2024,26,06-24-2024,26.66,27.30,89.00,93.00,17.21,40.50,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2024,29,0,2024,27,07-01-2024,26.19,26.90,89.86,92.00,12.06,32.60,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2024,30,0,2024,28,07-08-2024,25.99,26.40,90.71,92.00,24.81,40.30,63,"Rain, not freezing, continuous",4,Rain,TRUE
0931700034,2024,31,1,2024,29,07-15-2024,26.77,27.60,86.29,88.00,6.97,20.90,53,"Rain, not freezing, continuous",3,Rain,TRUE
0931700034,2024,32,0,2024,30,07-22-2024,26.80,27.10,87.00,91.00,2.67,7.00,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700034,2024,33,0,2024,31,07-29-2024,26.36,26.70,87.43,92.00,8.13,30.70,53,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2024,34,0,2024,32,08-05-2024,26.53,27.10,88.14,93.00,7.26,23.90,53,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2024,35,0,2024,33,08-12-2024,26.57,26.90,88.29,90.00,7.77,29.60,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2024,36,0,2024,34,08-19-2024,26.59,27.00,89.14,91.00,7.93,23.70,61,"Rain, not freezing, continuous",2,Rain,TRUE
0931700034,2024,37,0,2024,35,08-26-2024,26.41,27.10,87.57,90.00,7.91,22.80,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700035,2014,1,0,2013,51,12-16-2013,26.83,27.30,86.14,88.00,8.49,17.50,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,2,0,2013,52,12-23-2013,27.00,27.50,85.86,88.00,4.29,9.80,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700035,2014,3,0,2014,1,12-30-2013,27.11,27.80,85.00,89.00,4.66,9.70,61,"Rain, not freezing, continuous",4,Rain,TRUE
0931700035,2014,4,0,2014,2,01-06-2014,26.50,27.10,84.00,87.00,14.04,44.50,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,5,0,2014,3,01-13-2014,25.93,26.50,81.29,87.00,8.36,27.20,53,"Rain, not freezing, continuous",2,Rain,TRUE
0931700035,2014,6,0,2014,4,01-20-2014,25.94,26.50,78.14,83.00,0.37,1.30,3,"Drizzle, not freezing, continuous",4,Drizzle,FALSE
0931700035,2014,7,0,2014,5,01-27-2014,26.10,26.50,74.57,78.00,0.57,1.90,3,"Drizzle, not freezing, continuous",4,Drizzle,FALSE
0931700035,2014,8,0,2014,6,02-03-2014,26.90,27.40,81.86,87.00,4.53,12.50,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,9,0,2014,7,02-10-2014,26.21,26.90,84.00,89.00,15.36,54.10,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,10,0,2014,8,02-17-2014,26.51,26.80,76.71,82.00,1.66,9.60,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700035,2014,11,0,2014,9,02-24-2014,27.09,27.50,76.86,81.00,0.66,3.50,3,"Drizzle, not freezing, continuous",3,Drizzle,FALSE
0931700035,2014,12,0,2014,10,03-03-2014,27.41,27.70,74.86,79.00,0.37,1.50,51,"Drizzle, not freezing, continuous",4,Drizzle,TRUE
0931700035,2014,13,0,2014,11,03-10-2014,27.44,28.20,79.57,83.00,3.37,9.50,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700035,2014,14,0,2014,12,03-17-2014,27.61,28.20,78.14,81.00,3.66,7.40,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700035,2014,15,0,2014,13,03-24-2014,27.30,27.90,84.43,86.00,5.89,14.30,53,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,16,0,2014,14,03-31-2014,27.76,28.30,82.43,85.00,1.83,4.00,51,"Rain, not freezing, continuous",6,Rain,TRUE
0931700035,2014,17,0,2014,15,04-07-2014,28.20,28.40,77.14,78.00,0.81,2.30,51,"Drizzle, not freezing, continuous",4,Drizzle,TRUE
0931700035,2014,18,0,2014,16,04-14-2014,27.67,28.10,81.71,85.00,4.79,13.20,53,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,19,0,2014,17,04-21-2014,27.63,28.10,83.86,85.00,4.29,7.60,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,20,0,2014,18,04-28-2014,27.71,28.20,83.86,86.00,4.16,6.20,53,"Rain, not freezing, continuous",5,Rain,TRUE
0931700035,2014,21,0,2014,19,05-05-2014,27.94,28.70,84.00,87.00,7.90,28.20,53,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,22,0,2014,20,05-12-2014,26.96,27.50,86.00,88.00,15.41,33.50,63,"Rain, not freezing, continuous",4,Rain,TRUE
0931700035,2014,23,0,2014,21,05-19-2014,26.97,27.30,86.71,88.00,10.13,16.90,63,"Rain, not freezing, continuous",6,Rain,TRUE
0931700035,2014,24,0,2014,22,05-26-2014,27.33,28.50,86.71,89.00,11.77,20.20,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,25,0,2014,23,06-02-2014,27.97,28.50,83.57,86.00,4.13,12.60,53,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,26,0,2014,24,06-09-2014,27.81,28.10,85.86,87.00,6.47,16.90,61,"Rain, not freezing, continuous",4,Rain,TRUE
0931700035,2014,27,0,2014,25,06-16-2014,27.19,28.10,85.57,90.00,14.13,47.30,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700035,2014,28,1,2014,26,06-23-2014,27.43,28.30,84.71,88.00,4.53,10.60,61,"Rain, not freezing, continuous",2,Rain,TRUE
0931700035,2014,29,0,2014,27,06-30-2014,26.77,27.20,86.43,88.00,7.64,16.20,61,"Rain, not freezing, continuous",4,Rain,TRUE
0931700035,2014,30,0,2014,28,07-07-2014,27.06,27.60,85.14,88.00,7.44,13.70,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,31,0,2014,29,07-14-2014,27.16,27.60,86.00,89.00,6.29,10.30,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,32,0,2014,30,07-21-2014,26.99,27.80,86.00,89.00,4.07,9.50,55,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,33,0,2014,31,07-28-2014,27.00,27.60,86.29,89.00,3.70,9.10,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700035,2014,34,0,2014,32,08-04-2014,27.16,27.70,85.57,88.00,2.29,4.20,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700035,2014,35,0,2014,33,08-11-2014,26.40,27.30,85.71,87.00,8.20,12.90,61,"Rain, not freezing, continuous",4,Rain,TRUE
0931700035,2014,36,0,2014,34,08-18-2014,26.70,27.40,84.57,87.00,8.79,22.10,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,37,0,2014,35,08-25-2014,26.47,27.00,84.57,87.00,9.89,14.70,61,"Rain, not freezing, continuous",4,Rain,TRUE
0931700035,2014,38,0,2014,36,09-01-2014,26.47,26.70,85.86,89.00,8.53,15.60,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,39,0,2014,37,09-08-2014,26.97,27.80,82.86,88.00,7.21,29.50,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,40,0,2014,38,09-15-2014,27.09,27.40,83.00,87.00,4.10,18.80,3,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,41,0,2014,39,09-22-2014,26.63,27.10,86.00,88.00,11.13,28.20,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,42,0,2014,40,09-29-2014,26.77,27.40,86.71,89.00,5.36,8.50,53,"Rain, not freezing, continuous",2,Rain,TRUE
0931700035,2014,43,0,2014,41,10-06-2014,26.51,27.00,86.86,89.00,16.56,30.90,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,44,0,2014,42,10-13-2014,27.03,27.60,85.86,87.00,4.60,10.00,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700035,2014,45,0,2014,43,10-20-2014,26.97,27.50,85.29,87.00,8.64,17.10,61,"Rain, not freezing, continuous",5,Rain,TRUE
0931700035,2014,46,0,2014,44,10-27-2014,27.01,27.50,85.57,87.00,8.40,18.30,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,47,0,2014,45,11-03-2014,26.66,27.20,85.71,88.00,11.36,21.30,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,48,0,2014,46,11-10-2014,27.23,27.70,83.29,87.00,4.61,16.10,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,49,0,2014,47,11-17-2014,27.04,27.40,86.14,89.00,5.27,8.90,53,"Rain, not freezing, continuous",5,Rain,TRUE
0931700035,2014,50,0,2014,48,11-24-2014,27.21,27.70,84.71,86.00,7.06,12.30,53,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2014,51,0,2014,49,12-01-2014,27.30,27.60,83.71,86.00,2.09,4.90,51,"Drizzle, not freezing, continuous",4,Drizzle,TRUE
0931700035,2014,52,0,2014,50,12-08-2014,27.40,27.90,82.14,84.00,1.61,4.50,51,"Rain, not freezing, continuous",5,Rain,TRUE
0931700035,2015,1,0,2014,51,12-15-2014,27.21,27.60,84.57,86.00,8.30,18.70,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2015,2,0,2014,52,12-22-2014,27.47,27.80,84.00,86.00,2.21,4.50,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2015,3,0,2015,1,12-29-2014,26.89,27.40,82.71,84.00,9.29,19.30,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2015,4,0,2015,2,01-05-2015,26.89,27.40,81.00,85.00,4.00,14.10,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700035,2015,5,0,2015,3,01-12-2015,26.91,27.10,79.71,83.00,0.93,3.60,3,"Rain, not freezing, continuous",4,Rain,TRUE
0931700035,2015,6,0,2015,4,01-19-2015,26.74,27.10,82.29,86.00,4.21,11.10,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2015,7,0,2015,5,01-26-2015,26.70,27.10,82.29,86.00,4.94,12.40,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700035,2015,8,0,2015,6,02-02-2015,26.71,27.10,77.14,79.00,0.67,2.00,51,"Drizzle, not freezing, continuous",5,Drizzle,TRUE
0931700035,2015,9,0,2015,7,02-09-2015,26.80,27.30,81.00,85.00,2.83,7.50,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700035,2015,10,0,2015,8,02-16-2015,27.40,27.60,75.29,78.00,0.26,1.10,3,"Drizzle, not freezing, continuous",4,Drizzle,FALSE
0931700035,2015,11,0,2015,9,02-23-2015,27.63,28.20,75.71,80.00,0.64,3.30,3,"Drizzle, not freezing, continuous",3,Drizzle,FALSE
0931700035,2015,12,0,2015,10,03-02-2015,27.30,27.90,78.00,80.00,2.34,6.70,51,"Rain, not freezing, continuous",5,Rain,TRUE
0931700035,2015,13,0,2015,11,03-09-2015,27.59,27.80,74.71,80.00,0.31,1.40,51,"Drizzle, not freezing, continuous",5,Drizzle,TRUE
0931700035,2015,14,0,2015,12,03-16-2015,27.71,28.10,68.71,79.00,0.13,0.90,0,"Drizzle, not freezing, continuous",2,Drizzle,FALSE
0931700035,2015,15,0,2015,13,03-23-2015,27.97,28.60,76.71,81.00,2.00,6.70,51,"Drizzle, not freezing, continuous",4,Drizzle,TRUE
0931700035,2015,16,0,2015,14,03-30-2015,28.39,28.80,76.86,79.00,1.49,4.90,51,"Drizzle, not freezing, continuous",3,Drizzle,TRUE
0931700035,2015,17,0,2015,15,04-06-2015,27.54,28.20,82.14,85.00,6.21,28.10,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700035,2015,18,0,2015,16,04-13-2015,27.63,28.20,83.14,85.00,5.70,11.90,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2015,19,0,2015,17,04-20-2015,27.64,28.00,83.29,85.00,4.01,11.60,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700035,2015,20,0,2015,18,04-27-2015,27.76,28.60,82.57,85.00,4.11,9.20,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2015,21,0,2015,19,05-04-2015,27.71,28.10,82.57,85.00,2.74,8.00,3,"Rain, not freezing, continuous",2,Rain,TRUE
0931700035,2015,22,0,2015,20,05-11-2015,28.19,28.40,79.71,81.00,2.77,4.60,53,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2015,23,0,2015,21,05-18-2015,27.90,28.40,82.00,85.00,7.30,25.50,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700035,2015,24,0,2015,22,05-25-2015,27.60,27.80,83.86,85.00,4.19,6.60,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2015,25,1,2015,23,06-01-2015,27.77,28.20,83.57,85.00,4.70,10.60,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2015,26,0,2015,24,06-08-2015,27.10,28.00,86.00,88.00,10.97,19.90,61,"Rain, not freezing, continuous",6,Rain,TRUE
0931700035,2015,27,0,2015,25,06-15-2015,26.77,27.30,86.57,89.00,12.36,38.10,61,"Rain, not freezing, continuous",5,Rain,TRUE
0931700035,2015,28,0,2015,26,06-22-2015,26.97,27.40,84.86,88.00,8.69,21.10,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700035,2015,29,1,2015,27,06-29-2015,26.59,27.20,86.86,89.00,11.33,21.20,61,"Rain, not freezing, continuous",4,Rain,TRUE
0931700035,2015,30,0,2015,28,07-06-2015,27.04,27.60,86.14,88.00,3.73,10.90,53,"Rain, not freezing, continuous",2,Rain,TRUE
0931700035,2015,31,0,2015,29,07-13-2015,27.27,27.60,83.57,86.00,0.19,0.90,3,"Drizzle, not freezing, continuous",4,Drizzle,FALSE
0931700035,2015,32,0,2015,30,07-20-2015,27.11,27.40,82.14,85.00,4.63,11.20,61,"Rain, not freezing, continuous",3,Rain,TRUE
